dataset_id,treat_id,trials,Y_obs,Y_mis,treat
2681,1,25046,475,430,Control
2681,2,24954,475,438,Treatment
2682,2,25018,439,479,Treatment
2682,1,24982,470,461,Control
2683,2,24947,424,412,Treatment
2683,1,25053,439,446,Control
2684,2,24844,457,448,Treatment
2684,1,25156,448,412,Control
2685,1,25096,407,470,Control
2685,2,24904,416,422,Treatment
2686,1,24909,413,431,Control
2686,2,25091,468,403,Treatment
2687,2,25068,423,441,Treatment
2687,1,24932,459,412,Control
2688,2,25029,486,486,Treatment
2688,1,24971,472,423,Control
2689,2,24919,394,470,Treatment
2689,1,25081,475,406,Control
2690,1,25053,444,400,Control
2690,2,24947,441,430,Treatment
2691,2,25012,396,443,Treatment
2691,1,24988,429,427,Control
2692,1,25197,430,470,Control
2692,2,24803,455,447,Treatment
2693,1,24942,467,454,Control
2693,2,25058,444,433,Treatment
2694,1,24958,440,405,Control
2694,2,25042,413,431,Treatment
2695,2,24989,447,438,Treatment
2695,1,25011,411,406,Control
2696,2,24923,437,447,Treatment
2696,1,25077,477,472,Control
2697,1,24992,440,441,Control
2697,2,25008,444,434,Treatment
2698,1,24917,467,411,Control
2698,2,25083,459,449,Treatment
2699,2,25058,462,456,Treatment
2699,1,24942,427,443,Control
2700,2,25075,441,419,Treatment
2700,1,24925,436,416,Control
2701,2,24966,455,422,Treatment
2701,1,25034,468,445,Control
2702,2,24933,424,403,Treatment
2702,1,25067,459,431,Control
2703,2,25215,432,449,Treatment
2703,1,24785,397,445,Control
2704,2,24949,413,446,Treatment
2704,1,25051,431,417,Control
2705,2,25081,467,384,Treatment
2705,1,24919,432,420,Control
2706,1,25022,434,437,Control
2706,2,24978,428,438,Treatment
2707,2,25061,423,442,Treatment
2707,1,24939,452,457,Control
2708,1,25098,458,462,Control
2708,2,24902,407,401,Treatment
2709,1,25064,411,446,Control
2709,2,24936,420,399,Treatment
2710,2,24912,451,441,Treatment
2710,1,25088,440,481,Control
2711,1,24911,471,462,Control
2711,2,25089,445,416,Treatment
2712,2,24903,431,420,Treatment
2712,1,25097,401,436,Control
2713,1,24966,467,419,Control
2713,2,25034,433,443,Treatment
2714,1,24900,443,475,Control
2714,2,25100,424,460,Treatment
2715,2,24916,459,463,Treatment
2715,1,25084,429,443,Control
2716,1,25122,437,436,Control
2716,2,24878,465,450,Treatment
2717,2,24964,443,429,Treatment
2717,1,25036,457,435,Control
2718,2,25034,437,430,Treatment
2718,1,24966,420,448,Control
2719,2,25093,429,436,Treatment
2719,1,24907,437,425,Control
2720,1,24839,441,437,Control
2720,2,25161,480,443,Treatment
2721,2,25232,475,442,Treatment
2721,1,24768,421,388,Control
2722,1,25041,446,481,Control
2722,2,24959,452,460,Treatment
2723,1,24872,405,412,Control
2723,2,25128,443,444,Treatment
2724,1,24939,395,426,Control
2724,2,25061,438,438,Treatment
2725,2,25290,428,448,Treatment
2725,1,24710,422,410,Control
2726,2,24906,432,422,Treatment
2726,1,25094,440,408,Control
2727,2,25003,426,426,Treatment
2727,1,24997,467,423,Control
2728,2,25014,428,461,Treatment
2728,1,24986,458,437,Control
2729,1,25039,449,435,Control
2729,2,24961,450,441,Treatment
2730,1,25021,415,443,Control
2730,2,24979,440,422,Treatment
2731,2,24936,422,408,Treatment
2731,1,25064,423,481,Control
2732,2,25022,405,434,Treatment
2732,1,24978,438,457,Control
2733,2,24958,423,452,Treatment
2733,1,25042,451,449,Control
2734,2,25080,410,403,Treatment
2734,1,24920,436,436,Control
2735,1,25068,409,413,Control
2735,2,24932,414,408,Treatment
2736,1,24873,452,428,Control
2736,2,25127,466,442,Treatment
2737,2,24963,473,439,Treatment
2737,1,25037,454,472,Control
2738,1,24852,446,433,Control
2738,2,25148,411,463,Treatment
2739,2,24932,426,472,Treatment
2739,1,25068,443,435,Control
2740,1,24875,422,453,Control
2740,2,25125,403,471,Treatment
2741,1,25059,453,405,Control
2741,2,24941,454,439,Treatment
2742,2,24999,445,435,Treatment
2742,1,25001,445,410,Control
2743,2,25071,415,472,Treatment
2743,1,24929,431,435,Control
2744,2,24813,445,394,Treatment
2744,1,25187,415,399,Control
2745,1,25275,456,459,Control
2745,2,24725,452,424,Treatment
2746,1,24907,414,437,Control
2746,2,25093,461,433,Treatment
2747,1,25097,414,465,Control
2747,2,24903,472,416,Treatment
2748,1,24808,471,455,Control
2748,2,25192,432,442,Treatment
2749,1,25331,457,410,Control
2749,2,24669,411,416,Treatment
2750,1,24787,432,413,Control
2750,2,25213,442,454,Treatment
2751,1,25163,472,455,Control
2751,2,24837,453,430,Treatment
2752,1,25063,455,431,Control
2752,2,24937,448,427,Treatment
2753,1,24979,451,474,Control
2753,2,25021,406,472,Treatment
2754,1,25195,487,431,Control
2754,2,24805,432,410,Treatment
2755,1,24913,449,448,Control
2755,2,25087,437,449,Treatment
2756,2,25004,433,441,Treatment
2756,1,24996,440,448,Control
2757,1,25017,440,453,Control
2757,2,24983,401,441,Treatment
2758,1,24911,448,419,Control
2758,2,25089,475,481,Treatment
2759,2,24853,400,443,Treatment
2759,1,25147,433,450,Control
2760,2,25240,471,473,Treatment
2760,1,24760,419,469,Control
2761,2,24975,429,443,Treatment
2761,1,25025,454,418,Control
2762,1,24967,427,475,Control
2762,2,25033,425,464,Treatment
2763,1,25042,434,442,Control
2763,2,24958,457,448,Treatment
2764,2,24975,458,442,Treatment
2764,1,25025,430,434,Control
2765,2,24811,418,400,Treatment
2765,1,25189,415,440,Control
2766,1,24820,468,414,Control
2766,2,25180,433,437,Treatment
2767,1,24888,398,445,Control
2767,2,25112,452,421,Treatment
2768,1,24838,429,456,Control
2768,2,25162,463,441,Treatment
2769,2,25027,429,423,Treatment
2769,1,24973,403,441,Control
2770,2,24941,437,435,Treatment
2770,1,25059,446,432,Control
2771,2,24979,445,436,Treatment
2771,1,25021,431,440,Control
2772,2,24956,424,432,Treatment
2772,1,25044,471,393,Control
2773,2,24852,440,452,Treatment
2773,1,25148,425,432,Control
2774,1,24931,473,415,Control
2774,2,25069,431,428,Treatment
2775,2,25125,458,422,Treatment
2775,1,24875,470,426,Control
2776,1,25045,431,446,Control
2776,2,24955,470,465,Treatment
2777,1,25110,456,464,Control
2777,2,24890,438,475,Treatment
2778,2,25142,418,432,Treatment
2778,1,24858,443,410,Control
2779,1,24935,433,428,Control
2779,2,25065,466,437,Treatment
2780,2,24927,455,455,Treatment
2780,1,25073,460,442,Control
2781,1,25148,464,471,Control
2781,2,24852,438,447,Treatment
2782,1,25050,455,443,Control
2782,2,24950,429,438,Treatment
2783,1,24848,418,458,Control
2783,2,25152,459,435,Treatment
2784,2,25190,443,442,Treatment
2784,1,24810,409,427,Control
2785,2,25096,413,426,Treatment
2785,1,24904,496,455,Control
2786,2,25012,451,434,Treatment
2786,1,24988,444,473,Control
2787,2,25176,447,443,Treatment
2787,1,24824,435,436,Control
2788,2,24840,404,412,Treatment
2788,1,25160,425,438,Control
2789,1,24839,421,389,Control
2789,2,25161,439,434,Treatment
2790,2,25057,408,479,Treatment
2790,1,24943,435,460,Control
2791,1,25055,422,454,Control
2791,2,24945,458,415,Treatment
2792,2,24769,434,434,Treatment
2792,1,25231,443,446,Control
2793,1,25241,455,473,Control
2793,2,24759,452,438,Treatment
2794,2,24852,428,424,Treatment
2794,1,25148,451,462,Control
2795,2,25092,455,439,Treatment
2795,1,24908,429,416,Control
2796,1,25096,403,423,Control
2796,2,24904,399,458,Treatment
2797,2,24959,415,419,Treatment
2797,1,25041,430,447,Control
2798,2,24957,459,439,Treatment
2798,1,25043,443,488,Control
2799,1,25014,487,470,Control
2799,2,24986,424,392,Treatment
2800,2,25038,420,417,Treatment
2800,1,24962,440,443,Control
2801,1,25094,445,412,Control
2801,2,24906,451,443,Treatment
2802,1,24848,442,460,Control
2802,2,25152,457,438,Treatment
2803,1,25034,448,437,Control
2803,2,24966,411,461,Treatment
2804,2,25023,416,410,Treatment
2804,1,24977,429,422,Control
2805,2,24783,429,438,Treatment
2805,1,25217,408,413,Control
2806,2,24966,436,449,Treatment
2806,1,25034,432,456,Control
2807,2,25138,449,443,Treatment
2807,1,24862,445,424,Control
2808,1,25021,466,461,Control
2808,2,24979,446,460,Treatment
2809,2,24988,467,417,Treatment
2809,1,25012,467,445,Control
2810,1,24892,447,423,Control
2810,2,25108,472,450,Treatment
2811,1,24898,394,435,Control
2811,2,25102,455,473,Treatment
2812,1,24949,458,438,Control
2812,2,25051,449,426,Treatment
2813,2,24801,428,432,Treatment
2813,1,25199,427,435,Control
2814,2,24948,452,397,Treatment
2814,1,25052,455,458,Control
2815,1,24948,465,461,Control
2815,2,25052,452,446,Treatment
2816,1,25217,473,421,Control
2816,2,24783,492,414,Treatment
2817,1,25041,440,418,Control
2817,2,24959,439,445,Treatment
2818,2,24963,461,443,Treatment
2818,1,25037,425,432,Control
2819,2,25116,435,421,Treatment
2819,1,24884,465,433,Control
2820,1,24935,483,440,Control
2820,2,25065,411,434,Treatment
2821,1,25042,449,428,Control
2821,2,24958,450,456,Treatment
2822,2,25066,455,440,Treatment
2822,1,24934,429,461,Control
2823,2,25261,435,422,Treatment
2823,1,24739,437,409,Control
2824,1,24938,420,411,Control
2824,2,25062,448,426,Treatment
2825,2,24958,442,467,Treatment
2825,1,25042,452,430,Control
2826,2,25149,441,435,Treatment
2826,1,24851,441,442,Control
2827,2,25264,426,470,Treatment
2827,1,24736,444,430,Control
2828,2,25051,462,416,Treatment
2828,1,24949,445,425,Control
2829,1,24969,407,455,Control
2829,2,25031,480,431,Treatment
2830,2,25064,479,394,Treatment
2830,1,24936,436,460,Control
2831,1,25044,418,414,Control
2831,2,24956,449,417,Treatment
2832,2,24900,465,426,Treatment
2832,1,25100,441,426,Control
2833,1,25141,431,482,Control
2833,2,24859,456,435,Treatment
2834,2,24914,407,403,Treatment
2834,1,25086,442,437,Control
2835,1,25111,441,424,Control
2835,2,24889,470,424,Treatment
2836,1,25139,426,461,Control
2836,2,24861,414,385,Treatment
2837,1,25030,429,461,Control
2837,2,24970,447,444,Treatment
2838,2,25058,434,434,Treatment
2838,1,24942,434,436,Control
2839,2,24925,451,435,Treatment
2839,1,25075,429,414,Control
2840,1,25000,450,432,Control
2840,2,25000,446,453,Treatment
2841,2,24959,431,426,Treatment
2841,1,25041,475,413,Control
2842,1,24989,419,436,Control
2842,2,25011,455,474,Treatment
2843,2,24985,438,441,Treatment
2843,1,25015,426,423,Control
2844,2,24954,432,422,Treatment
2844,1,25046,450,445,Control
2845,1,25110,441,461,Control
2845,2,24890,423,486,Treatment
2846,2,24855,432,445,Treatment
2846,1,25145,469,436,Control
2847,2,25163,430,438,Treatment
2847,1,24837,459,439,Control
2848,1,25009,416,435,Control
2848,2,24991,443,472,Treatment
2849,2,25121,459,438,Treatment
2849,1,24879,448,428,Control
2850,1,24936,454,455,Control
2850,2,25064,451,398,Treatment
2851,1,25217,451,449,Control
2851,2,24783,445,425,Treatment
2852,2,24898,424,468,Treatment
2852,1,25102,452,408,Control
2853,2,24867,423,439,Treatment
2853,1,25133,440,436,Control
2854,1,24882,443,417,Control
2854,2,25118,401,458,Treatment
2855,1,25120,450,443,Control
2855,2,24880,420,427,Treatment
2856,1,24899,437,445,Control
2856,2,25101,432,436,Treatment
2857,2,24925,419,416,Treatment
2857,1,25075,416,457,Control
2858,2,24997,446,437,Treatment
2858,1,25003,435,431,Control
2859,2,24934,467,413,Treatment
2859,1,25066,450,445,Control
2860,2,25007,460,461,Treatment
2860,1,24993,424,438,Control
2861,2,24951,451,437,Treatment
2861,1,25049,459,447,Control
2862,2,25039,418,441,Treatment
2862,1,24961,462,412,Control
2863,2,24964,429,456,Treatment
2863,1,25036,461,415,Control
2864,1,24826,439,457,Control
2864,2,25174,454,426,Treatment
2865,1,24894,416,436,Control
2865,2,25106,427,481,Treatment
2866,2,25129,453,462,Treatment
2866,1,24871,403,416,Control
2867,1,24827,431,445,Control
2867,2,25173,421,435,Treatment
2868,1,24867,429,410,Control
2868,2,25133,449,481,Treatment
2869,1,25011,453,454,Control
2869,2,24989,416,457,Treatment
2870,1,24951,470,417,Control
2870,2,25049,446,419,Treatment
2871,1,24888,434,443,Control
2871,2,25112,433,435,Treatment
2872,1,25020,455,430,Control
2872,2,24980,463,443,Treatment
2873,2,25201,462,422,Treatment
2873,1,24799,377,444,Control
2874,2,25190,438,422,Treatment
2874,1,24810,438,450,Control
2875,2,24954,422,433,Treatment
2875,1,25046,451,431,Control
2876,1,25131,463,421,Control
2876,2,24869,424,469,Treatment
2877,2,25013,393,432,Treatment
2877,1,24987,445,500,Control
2878,1,24806,472,470,Control
2878,2,25194,450,434,Treatment
2879,2,24808,434,439,Treatment
2879,1,25192,465,419,Control
2880,2,24995,439,407,Treatment
2880,1,25005,464,425,Control
2881,1,24963,412,413,Control
2881,2,25037,414,427,Treatment
2882,1,24920,435,472,Control
2882,2,25080,480,435,Treatment
2883,1,24702,417,387,Control
2883,2,25298,417,422,Treatment
2884,1,24973,469,442,Control
2884,2,25027,422,454,Treatment
2885,2,25035,434,449,Treatment
2885,1,24965,462,458,Control
2886,1,24760,398,427,Control
2886,2,25240,433,438,Treatment
2887,1,24890,439,420,Control
2887,2,25110,442,443,Treatment
2888,2,24815,444,421,Treatment
2888,1,25185,458,438,Control
2889,1,24907,442,461,Control
2889,2,25093,453,442,Treatment
2890,1,25065,414,457,Control
2890,2,24935,422,419,Treatment
2891,1,25027,454,449,Control
2891,2,24973,389,419,Treatment
2892,1,25051,460,430,Control
2892,2,24949,431,449,Treatment
2893,2,25005,437,468,Treatment
2893,1,24995,421,398,Control
2894,1,25069,491,437,Control
2894,2,24931,433,434,Treatment
2895,2,25043,448,411,Treatment
2895,1,24957,468,443,Control
2896,2,25109,419,436,Treatment
2896,1,24891,417,445,Control
2897,1,25078,441,456,Control
2897,2,24922,465,474,Treatment
2898,2,24873,414,405,Treatment
2898,1,25127,429,417,Control
2899,1,24841,436,430,Control
2899,2,25159,420,416,Treatment
2900,1,25013,456,439,Control
2900,2,24987,426,396,Treatment
2901,2,24907,446,425,Treatment
2901,1,25093,405,418,Control
2902,2,25029,449,482,Treatment
2902,1,24971,464,460,Control
2903,1,25047,444,430,Control
2903,2,24953,436,440,Treatment
2904,1,24955,393,472,Control
2904,2,25045,432,464,Treatment
2905,1,24902,429,410,Control
2905,2,25098,464,391,Treatment
2906,2,24983,445,410,Treatment
2906,1,25017,402,419,Control
2907,1,25019,461,458,Control
2907,2,24981,449,465,Treatment
2908,1,24979,432,423,Control
2908,2,25021,459,445,Treatment
2909,2,25056,433,458,Treatment
2909,1,24944,454,422,Control
2910,2,25273,465,429,Treatment
2910,1,24727,464,456,Control
2911,2,25072,458,460,Treatment
2911,1,24928,427,421,Control
2912,2,25012,435,423,Treatment
2912,1,24988,463,397,Control
2913,1,24878,451,425,Control
2913,2,25122,428,420,Treatment
2914,1,24977,419,456,Control
2914,2,25023,469,420,Treatment
2915,2,25030,415,453,Treatment
2915,1,24970,434,457,Control
2916,1,25031,459,453,Control
2916,2,24969,457,413,Treatment
2917,1,24990,439,439,Control
2917,2,25010,464,425,Treatment
2918,2,25118,444,399,Treatment
2918,1,24882,416,454,Control
2919,2,24855,418,443,Treatment
2919,1,25145,455,433,Control
2920,1,25034,433,422,Control
2920,2,24966,467,480,Treatment
2921,1,24982,436,450,Control
2921,2,25018,437,492,Treatment
2922,2,25097,462,479,Treatment
2922,1,24903,456,386,Control
2923,1,25273,438,451,Control
2923,2,24727,453,450,Treatment
2924,2,25069,441,410,Treatment
2924,1,24931,480,447,Control
2925,1,25216,453,430,Control
2925,2,24784,447,399,Treatment
2926,1,24938,432,390,Control
2926,2,25062,461,459,Treatment
2927,1,25103,458,470,Control
2927,2,24897,460,450,Treatment
2928,2,24993,454,453,Treatment
2928,1,25007,455,452,Control
2929,2,24747,441,433,Treatment
2929,1,25253,437,471,Control
2930,1,24937,440,450,Control
2930,2,25063,428,443,Treatment
2931,1,25109,427,485,Control
2931,2,24891,457,378,Treatment
2932,2,25052,449,433,Treatment
2932,1,24948,440,497,Control
2933,2,25035,431,414,Treatment
2933,1,24965,447,418,Control
2934,1,25018,411,408,Control
2934,2,24982,415,460,Treatment
2935,1,25097,459,468,Control
2935,2,24903,392,487,Treatment
2936,2,24790,427,434,Treatment
2936,1,25210,429,406,Control
2937,2,25064,431,438,Treatment
2937,1,24936,414,391,Control
2938,2,24898,432,451,Treatment
2938,1,25102,468,432,Control
2939,2,24792,388,443,Treatment
2939,1,25208,416,462,Control
2940,1,25086,427,430,Control
2940,2,24914,452,421,Treatment
2941,1,24890,415,450,Control
2941,2,25110,422,426,Treatment
2942,2,24852,439,453,Treatment
2942,1,25148,423,460,Control
2943,2,25118,454,426,Treatment
2943,1,24882,429,425,Control
2944,2,24984,428,425,Treatment
2944,1,25016,459,416,Control
2945,1,24919,407,434,Control
2945,2,25081,423,428,Treatment
2946,1,24954,425,425,Control
2946,2,25046,437,444,Treatment
2947,1,24997,447,412,Control
2947,2,25003,417,467,Treatment
2948,2,24901,447,446,Treatment
2948,1,25099,431,409,Control
2949,2,25070,431,418,Treatment
2949,1,24930,444,416,Control
2950,2,25245,419,457,Treatment
2950,1,24755,462,437,Control
2951,2,24983,447,492,Treatment
2951,1,25017,433,444,Control
2952,1,25262,444,455,Control
2952,2,24738,432,455,Treatment
2953,2,24990,457,421,Treatment
2953,1,25010,448,432,Control
2954,1,25028,455,432,Control
2954,2,24972,466,479,Treatment
2955,2,24935,424,463,Treatment
2955,1,25065,460,487,Control
2956,1,25049,428,462,Control
2956,2,24951,445,391,Treatment
2957,2,25067,436,452,Treatment
2957,1,24933,455,460,Control
2958,1,24891,442,398,Control
2958,2,25109,446,438,Treatment
2959,2,25044,438,456,Treatment
2959,1,24956,454,446,Control
2960,1,25044,454,413,Control
2960,2,24956,419,471,Treatment
2961,2,25056,425,443,Treatment
2961,1,24944,434,441,Control
2962,1,24716,429,446,Control
2962,2,25284,474,433,Treatment
2963,2,25101,444,408,Treatment
2963,1,24899,424,417,Control
2964,1,25160,482,427,Control
2964,2,24840,411,422,Treatment
2965,1,25020,489,449,Control
2965,2,24980,453,482,Treatment
2966,2,25047,443,422,Treatment
2966,1,24953,415,486,Control
2967,1,24914,445,426,Control
2967,2,25086,431,440,Treatment
2968,1,25139,434,403,Control
2968,2,24861,440,450,Treatment
2969,2,25109,439,479,Treatment
2969,1,24891,482,436,Control
2970,2,25128,395,441,Treatment
2970,1,24872,462,430,Control
2971,2,24963,418,463,Treatment
2971,1,25037,424,438,Control
2972,1,25200,397,436,Control
2972,2,24800,459,458,Treatment
2973,1,24839,497,470,Control
2973,2,25161,475,422,Treatment
2974,1,25044,427,458,Control
2974,2,24956,451,437,Treatment
2975,2,24911,416,435,Treatment
2975,1,25089,408,431,Control
2976,2,25152,437,425,Treatment
2976,1,24848,462,425,Control
2977,1,25073,468,436,Control
2977,2,24927,470,451,Treatment
2978,2,25051,443,461,Treatment
2978,1,24949,416,422,Control
2979,1,25097,439,441,Control
2979,2,24903,407,422,Treatment
2980,1,25054,417,494,Control
2980,2,24946,426,425,Treatment
2981,1,24874,416,449,Control
2981,2,25126,447,419,Treatment
2982,2,24825,440,400,Treatment
2982,1,25175,423,435,Control
2983,1,25044,465,425,Control
2983,2,24956,474,439,Treatment
2984,1,25016,415,451,Control
2984,2,24984,445,444,Treatment
2985,2,24967,422,459,Treatment
2985,1,25033,417,445,Control
2986,2,24824,428,458,Treatment
2986,1,25176,439,434,Control
2987,1,25172,436,407,Control
2987,2,24828,455,411,Treatment
2988,1,24880,453,420,Control
2988,2,25120,419,450,Treatment
2989,1,24836,433,462,Control
2989,2,25164,465,451,Treatment
2990,1,25143,471,455,Control
2990,2,24857,473,471,Treatment
2991,1,25253,457,421,Control
2991,2,24747,401,412,Treatment
2992,1,25091,444,459,Control
2992,2,24909,408,434,Treatment
2993,1,24989,403,440,Control
2993,2,25011,453,472,Treatment
2994,2,24927,445,420,Treatment
2994,1,25073,439,422,Control
2995,2,25090,430,439,Treatment
2995,1,24910,471,409,Control
2996,2,25071,447,419,Treatment
2996,1,24929,477,431,Control
2997,2,25289,432,408,Treatment
2997,1,24711,429,455,Control
2998,1,25079,453,442,Control
2998,2,24921,475,427,Treatment
2999,1,24899,471,442,Control
2999,2,25101,439,434,Treatment
3000,1,24996,449,448,Control
3000,2,25004,474,430,Treatment
